23121	23208	scratch off	knife	pomegranate	knife,plate					With a spoon, pick out any chunks so only seeds remain.															
23275	23393	wash	hand	knife																					
23395	23435	shake	hand	knife																					
23464	23612	put in	hand	knife	,drawer																				
23676	23783	move	hand	pomegranate	cutting board,plate																				
23865	24016	wash	hand	cutting board																					
24031	24108	wash	sponge	cutting board																					
24110	24232	wash	hand	cutting board																					
24260	24339	shake	hand	cutting board																					
24361	24452	put in	hand	cutting board	,drawer			Wash the knives and the cutting board, then put them away.								The person washes the knives and the chopping board and returns them to the drawers.									
24536	24708	throw in garbage	hand,plate	pomegranate									She then cleans and washes the knifes, the cutting board and the plate, then proceeds to put them away.			The person discards the unwanted parts of the pomegranate.									
24764	25020	wash	hand	plate																					
25040	25076	shake	hand	plate																					
25189	25448	move	spoon	arils	bowl,plate																				
25448	25521	arrange	spoon	arils	plate																				
25521	25552	shake	hand	spoon					She cleans up and puts the pomegranate on the plate. 	Place seeds on plate.													The person transfers the pomegranate seeds onto the plate.		
25567	25626	move	hand	spoon	bowl,plate											The person washes the plate and moves the pomegranate seeds onto the plate.									
25657	25812	wash	hand	bowl																					
25830	25986	wash	sponge	bowl																					
26004	26219	wash	hand	bowl																					
26259	26297	shake	hand	bowl																					
26345	26511	put in	hand	bowl	,cupboard				She cleans the bowl and puts it away. 	Clean and put away all items used.				The woman washes up and places the pomegranate on the plate.		The person washes the bowl and returns it back to the cupboard.							The person is done.		
26596	26951	clean	towel	counter									She then dumps the reminisce of the pomegranate onto the plate and washes and puts away the bowl. She then wipes down the countertop.												
26956	26983	shake	hand	towel				Discard the peel and debris and wash the plate, move the seeds from the bowl to the plate then wash and put away the bowl and wipe the counter.			She cleans up.	She cleans the kitchen.				The person wipes the table top dry.		She cleans up and puts the pomegranate on the plate.							
26989	27099	hang up	hand	towel	,handle				She wipes down the counter. 	Clean counter.					She puts the pomegranate on a plate and cleans up. 									The woman washes up and places the pomegranate onto a plate.	
27124	27190	wash	hand	hand			The woman washes up.									The person washes her hands.									
