20	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s36-d31_4_8	The person peels the garlic.	garlic	4538	5355	2	4	3	3.0000
21	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s24-d53_3_6	She peels the half that still has the pit in.	avocado	2297	2934	2	2	3	2.3333
22	s13-d28_15_6	He peels the orange in a circular motion with a knife.	orange	2271	2950	s28-d27_19_5	He peeled onion	onion	1071	2050	2	4	3	3.0000
23	s34-d28_8_3	He peels the orange.	orange	1007	2613	s24-d23_4_3	She peels the carrots.	carrot	1405	2454	2	4	3	3.0000
24	s13-d28_15_6	He peels the orange in a circular motion with a knife.	orange	2271	2950	s37-d21_3_8	He peeled cucumber	cucumber	2737	3931	2	3	3	2.6667
25	s13-d28_2_6	The person peels the orange with the knife.	orange	1902	2950	s36-d31_9_9	The person peels the garlic.	garlic	4538	5355	2	3	3	2.6667
26	s34-d28_14_5	He peeled orange	orange	1537	2613	s17-d53_6_5	He peels the avocado.	avocado	1124	2390	5	5	3	4.3333
27	s36-d31_6_8	Person peels garlic	garlic	4538	5355	s36-d27_14_3	He peels the skin off the onion.	onion	925	1107	3	4	4	3.6667
28	s13-d31_4_6	The man peels the skin off of 3 cloves.	garlic	1887	3384	s26-d23_5_5	He peels the carrot.	carrot	1382	2164	3	4	3	3.3333
29	s36-d31_11_10	The person peels the garlic.	garlic	4538	5355	s21-d21_19_7	The person peels the cucumber.	cucumber	1488	2646	2	4	3	3.0000
30	s13-d31_9_6	He peeled garlic	garlic	1887	3384	s30-d53_3_5	person peels avocado with knife	avocado	1421	2370	3	3	3	3.0000
31	s21-d21_1_8	She peeled cucumbers	cucumber	1488	2646	s28-d27_10_3	person peels the outside of the onion	onion	1071	2050	2	4	3	3.0000
32	s37-d21_10_7	He peeled cucumber	cucumber	3064	3931	s24-d23_19_3	The person peels both carrots in the sink.	carrot	1405	2454	5	4	4	4.3333
33	s21-d21_1_8	She peeled cucumbers	cucumber	1488	2646	s17-d53_18_5	person peels avocado	avocado	1124	2390	2	4	3	3.0000
34	s36-d27_12_5	The person peels some skin off the onion.	onion	925	1107	s24-d23_9_3	The carrots are peeled.	carrot	1405	2454	2	3	3	2.6667
35	s14-d27_17_5	The person peels the onion, cutting off the skin.	onion	834	3508	s24-d53_16_5	The person peels the avocado.	avocado	1434	2934	3	4	4	3.6667
36	s26-d23_13_5	He peeled the entire carrot with the vegetable peeler.	carrot	1491	2164	s30-d53_19_6	She peeled avocado	avocado	1520	2370	2	4	3	3.0000
37	s24-d34_16_7	The piece is peeled.	ginger	1489	2291	s33-d54_12_5	She peeled mango	mango	1573	3613	3	4	3	3.3333
38	s24-d34_4_6	The person peels the ginger.	ginger	1489	2291	s36-d27_19_5	He peeled onion	onion	925	1107	2	4	3	3.0000
39	s24-d34_15_6	The person peels one half of the ginger.	ginger	1489	2291	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	3	4	3	3.3333
40	s24-d34_16_7	The piece is peeled.	ginger	1489	2291	s34-d28_6_4	The man peels the orange with his finger.	orange	1537	2613	3	4	3	3.3333
41	s24-d34_8_7	The person peels the ginger.	ginger	1489	2291	s26-d23_16_6	The person peels the carrot.	carrot	1491	2164	4	5	3	4.0000
42	s24-d34_3_6	The person peels the ginger.	ginger	1489	2291	s37-d21_3_8	He peeled cucumber	cucumber	2737	3931	3	4	4	3.6667
43	s24-d34_16_7	The piece is peeled.	ginger	1489	2291	s36-d31_16_10	The person peels the skin off the garlic by hand.	garlic	4538	5355	2	3	3	2.6667
44	s24-d34_8_7	The person peels the ginger.	ginger	1489	2291	s17-d53_4_5	The avocado is peeled.	avocado	1124	2390	3	3	3	3.0000
45	s13-d54_14_5	He peeled mango	mango	2309	3349	s28-d27_15_5	peels skin off onion	onion	1071	2050	2	4	3	3.0000
46	s33-d54_16_5	The person peeled the mango with the knife.	mango	1573	3613	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	2	4	4	3.3333
47	s33-d54_9_5	The mango is peeled over a plate.	mango	1573	3613	s13-d28_12_7	He peeled orange	orange	2271	2950	5	4	4	4.3333
48	s33-d54_11_6	The person peels the mango.	mango	1573	3613	s24-d23_14_3	She peeled carrots	carrot	1405	2454	2	4	3	3.0000
49	s33-d54_16_5	The person peeled the mango with the knife.	mango	1573	3613	s21-d21_17_3	The person peels the cucumber using a peeler.	cucumber	1330	2646	4	4	3	3.6667
50	s23-d54_14_5	The person peels the mango.	mango	2909	4110	s13-d31_1_6	He peeled garlic	garlic	1887	3384	2	4	3	3.0000
51	s23-d54_19_8	He peeled mango	mango	2909	4110	s24-d53_2_6	The person peels the second avocado half with her hands.	avocado	2297	2934	5	3	3	3.6667
52	s22-d46_8_9	She cut off skin of pineapple	pineapple	4702	9315	s28-d27_17_3	Using the knife, the person cuts off both ends of the onion then removes the onion skin.	onion	1071	2050	2	4	3	3.0000
53	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s21-d28_16_7	The woman peels the orange a little more with the knife	orange	2211	2581	3	3	3	3.0000
54	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s26-d23_5_5	He peels the carrot.	carrot	1382	2164	2	4	3	3.0000
55	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s37-d21_13_8	He peels one half of the cucumber.	cucumber	3064	3931	3	3	3	3.0000
56	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s36-d31_8_10	The clove is peeled.	garlic	4538	5355	2	4	3	3.0000
57	s22-d46_16_11	She peeled skin off pineapple	pineapple	4702	9315	s30-d53_9_5	She peels the avocado.	avocado	1520	2370	2	3	3	2.6667
58	s34-d28_3_3	He peels the orange.	orange	1537	2613	s28-d27_10_3	person peels the outside of the onion	onion	1071	2050	2	4	3	3.0000
59	s21-d28_5_4	The person peels the orange a bit more.	orange	2211	2581	s26-d23_10_7	The person peels the carrot.	carrot	1382	2164	2	3	3	2.6667
60	s21-d28_7_4	The person peels the orange over the sink with the knife.	orange	959	2581	s37-d21_19_10	The man peels one half of the cucumber.	cucumber	3064	3931	2	3	3	2.6667
61	s21-d28_5_4	The person peels the orange a bit more.	orange	2211	2581	s13-d31_4_6	The man peels the skin off of 3 cloves.	garlic	1887	3384	2	3	3	2.6667
62	s13-d28_2_6	The person peels the orange with the knife.	orange	1902	2950	s30-d53_13_4	She peels the avocado.	avocado	1520	2370	5	4	3	4.0000
63	s13-d31_9_6	He peeled garlic	garlic	1887	3384	s28-d27_10_3	person peels the outside of the onion	onion	1071	2050	3	4	4	3.6667
64	s13-d31_15_6	He peeled garlic	garlic	1887	3384	s24-d23_5_3	The person peels the carrots over the sink.	carrot	1405	2454	2	3	3	2.6667
65	s36-d31_14_11	The man peels the garlic again	garlic	4538	5355	s37-d21_9_7	He peels the cucumber.	cucumber	3064	3931	3	4	3	3.3333
66	s36-d31_5_10	The clove is peeled.	garlic	4417	5355	s17-d53_15_5	He peels the avocado.	avocado	1124	2390	2	4	3	3.0000
67	s37-d21_9_7	He peels the cucumber.	cucumber	3064	3931	s28-d27_10_3	person peels the outside of the onion	onion	1071	2050	2	4	4	3.3333
68	s21-d21_8_7	The woman peels the cucumber.	cucumber	1488	2646	s26-d23_7_6	The person peels the carrot.	carrot	1491	2164	5	5	4	4.6667
69	s21-d21_1_8	She peeled cucumbers	cucumber	1488	2646	s17-d53_6_5	He peels the avocado.	avocado	1124	2390	2	4	3	3.0000
70	s28-d27_10_3	person peels the outside of the onion	onion	1071	2050	s24-d23_12_3	She peeled carrots	carrot	1405	2454	2	4	3	3.0000
71	s21-d45_12_1	Girl is washing a yellow bell pepper.	pepper	200	570	s27-d54_16_3	He washed mango	mango	1246	1418	5	4	4	4.3333
72	s23-d45_14_3	Rinse the pepper.	pepper	1718	2298	s13-d48_1_4	Person rinses the chili.	chilli	1667	1809	5	5	4	4.6667
73	s23-d45_14_3	Rinse the pepper.	pepper	1718	2298	s14-d27_12_6	Gently rinse the onion.	onion	3618	3728	5	5	4	4.6667
74	s23-d45_1_7	Guy washes pepper	pepper	1718	2298	s15-d35_9_4	She also washes the second plum.	plum	1551	1708	5	3	4	4.0000
75	s21-d45_17_2	The pepper is washed.	pepper	465	570	s21-d21_17_1	The person washes the cucumber with water.	cucumber	273	592	5	5	4	4.6667
76	s13-d45_15_6	He washed pepper	pepper	2056	2490	s24-d28_8_3	She washed orange	orange	1318	1648	5	5	4	4.6667
77	s13-d45_15_6	He washed pepper	pepper	2056	2490	s35-d40_17_2	She washed lime	lime	716	956	5	5	4	4.6667
78	s23-d45_12_7	The person washes the two pepper halves.	pepper	2044	2298	s28-d51_4_5	He washed beans	beans	1439	1678	5	3	3	3.6667
79	s21-d45_17_2	The pepper is washed.	pepper	465	570	s30-d41_8_3	She washed pomegranate	pomegranate	654	1015	5	5	4	4.6667
80	s13-d45_12_8	Rinse inside of pepper thoroughly.	pepper	2188	2490	s25-d23_6_4	He rinses the carrot from the faucet.	carrot	743	911	5	3	4	4.0000
81	s13-d45_15_6	He washed pepper	pepper	2056	2490	s34-d34_12_5	The person washes the ginger.	ginger	1698	2953	5	4	4	4.3333
82	s23-d45_4_4	Rinse the pepper under water.	pepper	1718	2298	s29-d39_15_4	He rinses the leeks in the sink	leek	941	1237	5	3	4	4.0000
83	s21-d45_1_2	She washed pepper	pepper	465	570	s22-d26_13_12	The cauliflower is washed.	cauliflower	8879	9293	5	4	4	4.3333
84	s21-d45_1_2	She washed pepper	pepper	465	570	s23-d42_10_5	He washed broccoli	broccoli	1441	2947	5	4	4	4.3333
85	s23-d45_14_3	Rinse the pepper.	pepper	1718	2298	s17-d53_6_3	He rinses the avocado.	avocado	469	799	5	5	4	4.6667
86	s14-d27_16_6	She washed onion	onion	3618	3728	s22-d48_15_3	Washes and drys pepper	chilli	655	713	5	3	3	3.6667
87	s14-d27_16_6	She washed onion	onion	3618	3728	s25-d35_3_3	He washed plum	plum	611	715	5	5	4	4.6667
88	s14-d27_12_6	Gently rinse the onion.	onion	3618	3728	s24-d40_2_2	The person rinses a lime.	lime	441	661	5	4	4	4.3333
89	s14-d27_16_6	She washed onion	onion	3618	3728	s28-d51_8_1	The person washes the sweet peas.	beans	207	1678	5	4	3	4.0000
90	s14-d27_16_6	She washed onion	onion	3618	3728	s30-d41_18_3	The person washes the pomegranate.	pomegranate	654	1015	5	4	4	4.3333
91	s14-d27_12_6	Gently rinse the onion.	onion	3618	3728	s23-d39_18_8	The person rinses the leek again.	leek	1582	1961	5	4	4	4.3333
92	s14-d27_12_6	Gently rinse the onion.	onion	3618	3728	s22-d26_15_12	The person rinses the cauliflower.	cauliflower	8879	9293	5	4	4	4.3333
93	s14-d27_12_6	Gently rinse the onion.	onion	3618	3728	s23-d42_6_4	He rinses the broccoli.	broccoli	1035	2947	5	4	4	4.3333
94	s14-d27_16_6	She washed onion	onion	3618	3728	s17-d53_8_1	The person washed the avocado.	avocado	169	799	5	5	4	4.6667
95	s23-d39_2_7	The person washes the leeks in the sink.	leek	1632	1961	s27-d54_4_3	He washed mango	mango	1246	1418	5	3	3	3.6667
96	s23-d39_6_8	The man rinses the leek again.	leek	1632	1961	s22-d48_1_1	Person rinsed a pepper.	chilli	241	713	5	4	4	4.3333
97	s37-d39_10_4	He washed leeks	leek	840	1111	s15-d35_16_3	The person washes the plums.	plum	1396	1708	5	4	4	4.3333
98	s29-d39_1_4	He washed leek	leek	941	1237	s13-d21_9_5	The person washes the cucumber in the sink.	cucumber	1366	1594	5	4	4	4.3333
99	s37-d39_11_4	The person rinses the leek.	leek	840	1111	s13-d28_8_4	He rinses the orange.	orange	1338	1800	5	3	4	4.0000
100	s37-d39_10_4	He washed leeks	leek	840	1111	s24-d40_1_2	She washed lime	lime	441	661	5	4	4	4.3333
101	s37-d39_5_3	He washes the leeks.	leek	840	1111	s28-d51_7_5	He washed beans	beans	1439	1678	5	4	3	4.0000
102	s23-d39_16_8	The person rinses the leek.	leek	1582	1961	s30-d41_6_3	She rinses the pomegranate.	pomegranate	654	1015	5	4	3	4.0000
103	s37-d39_1_4	Person washes leeks.	leek	840	1111	s36-d23_17_3	The man washes the carrots	carrot	896	1137	5	4	4	4.3333
104	s28-d39_13_6	The person cuts the leek, from the middle to the top, then washes it.	leek	1298	2350	s23-d34_1_8	He washed ginger	ginger	1586	1999	5	2	3	3.3333
105	s23-d39_2_7	The person washes the leeks in the sink.	leek	1632	1961	s30-d26_9_6	She washed cauliflower	cauliflower	2277	2962	5	4	4	4.3333
106	s37-d39_5_3	He washes the leeks.	leek	840	1111	s23-d42_10_5	He washed broccoli	broccoli	1441	2947	5	4	4	4.3333
107	s37-d39_13_4	The man rinses the leek.	leek	840	1111	s30-d53_7_4	She rinses the avocado.	avocado	1215	1414	5	4	4	4.3333
108	s25-d51_1_3	The person washes the beans in the sink.	beans	615	912	s27-d54_4_3	He washed mango	mango	1246	1418	5	3	3	3.6667
109	s14-d51_16_4	She washed the beans.	beans	1622	2427	s17-d48_5_3	person wash chilli pepper under water	chilli	873	1050	5	4	3	4.0000
110	s28-d51_4_5	He washed beans	beans	1439	1678	s15-d35_16_3	The person washes the plums.	plum	1396	1708	5	4	3	4.0000
111	s14-d51_8_8	She washed beans	beans	2078	2427	s37-d21_3_5	He washed cucumber	cucumber	1394	2505	5	4	3	4.0000
112	s28-d51_13_4	The person washes the broad beans in the sink.	beans	1439	1678	s13-d28_15_3	He washes the orange.	orange	1666	1800	5	3	3	3.6667
113	s28-d51_13_4	The person washes the broad beans in the sink.	beans	1439	1678	s24-d40_1_2	She washed lime	lime	441	661	5	3	3	3.6667
114	s28-d51_4_5	He washed beans	beans	1439	1678	s30-d41_8_3	She washed pomegranate	pomegranate	654	1015	5	4	3	4.0000
115	s28-d51_5_4	He washed beans	beans	887	1678	s36-d23_7_5	He washed carrots	carrot	896	1137	5	4	3	4.0000
116	s25-d51_16_4	The person washes the broad beans.	beans	750	912	s23-d34_4_4	Washes the item.	ginger	1373	1999	5	3	3	3.6667
117	s28-d51_13_4	The person washes the broad beans in the sink.	beans	1439	1678	s22-d26_13_12	The cauliflower is washed.	cauliflower	8879	9293	5	3	3	3.6667
118	s14-d51_7_5	She rinses the beans.	beans	1855	2427	s17-d42_6_4	The person rinses the broccoli.	broccoli	1892	2602	5	4	3	4.0000
119	s14-d51_8_8	She washed beans	beans	2078	2427	s30-d53_3_4	person washes avocado	avocado	588	1414	5	4	3	4.0000
120	s34-d34_1_5	The person rinses the ginger.	ginger	1698	2953	s22-d48_17_3	The person rinses the chili pepper in the sink.	chilli	655	713	5	4	4	4.3333
121	s23-d34_4_4	Washes the item.	ginger	1373	1999	s21-d35_6_2	She washes the plum.	plum	491	603	5	4	4	4.3333
122	s23-d34_16_8	The man washes the ginger, scrubbing it well.	ginger	1586	1999	s35-d40_17_2	She washed lime	lime	716	956	5	4	4	4.3333
123	s23-d34_4_4	Washes the item.	ginger	1373	1999	s30-d41_14_2	She washes the fruit	pomegranate	513	1015	5	4	4	4.3333
124	s23-d34_4_4	Washes the item.	ginger	1373	1999	s22-d26_1_9	She washed cauliflower	cauliflower	8879	9293	5	4	4	4.3333
125	s34-d34_12_5	The person washes the ginger.	ginger	1698	2953	s21-d42_11_9	She washed broccoli	broccoli	2353	3078	5	4	4	4.3333
126	s30-d53_7_4	She rinses the avocado.	avocado	1215	1414	s13-d48_17_5	The person rinses the chilli with water.	chilli	1667	1809	5	4	4	4.3333
127	s30-d53_3_4	person washes avocado	avocado	588	1414	s25-d35_2_3	The person washes the plum in the sink.	plum	611	715	5	4	4	4.3333
128	s30-d53_7_4	She rinses the avocado.	avocado	1215	1414	s24-d40_13_2	She rinses the lime.	lime	564	661	5	5	4	4.6667
129	s17-d53_1_3	He washed avocado	avocado	469	799	s30-d41_8_3	She washed pomegranate	pomegranate	654	1015	5	5	4	4.6667
130	s30-d53_3_4	person washes avocado	avocado	588	1414	s25-d23_12_4	He washes carrot	carrot	743	911	5	4	4	4.3333
131	s17-d53_3_2	He washed avocado	avocado	469	799	s22-d26_1_9	She washed cauliflower	cauliflower	8879	9293	5	4	4	4.3333
132	s17-d53_6_3	He rinses the avocado.	avocado	469	799	s23-d42_13_5	The person rinses the broccoli.	broccoli	1441	2947	5	4	4	4.3333
133	s35-d40_17_2	She washed lime	lime	716	956	s27-d54_4_3	He washed mango	mango	1246	1418	5	5	4	4.6667
134	s35-d40_17_2	She washed lime	lime	716	956	s22-d48_15_3	Washes and drys pepper	chilli	655	713	5	3	3	3.6667
135	s24-d40_13_2	She rinses the lime.	lime	564	661	s21-d35_4_2	The person rinses the plum.	plum	491	603	5	5	4	4.6667
136	s30-d40_16_4	she rinses the lime	lime	616	819	s37-d21_2_6	The person rinses the cucumber.	cucumber	2256	2505	5	5	4	4.6667
137	s35-d40_17_2	She washed lime	lime	716	956	s13-d28_15_3	He washes the orange.	orange	1666	1800	5	5	4	4.6667
138	s24-d40_2_2	The person rinses a lime.	lime	441	661	s30-d41_6_3	She rinses the pomegranate.	pomegranate	654	1015	5	5	4	4.6667
139	s35-d40_17_2	She washed lime	lime	716	956	s25-d23_14_2	The man washes the carrot.	carrot	743	911	5	4	4	4.3333
140	s24-d40_1_2	She washed lime	lime	441	661	s22-d26_13_12	The cauliflower is washed.	cauliflower	8879	9293	5	4	4	4.3333
141	s28-d39_18_2	The person removes the unusable/spoiled parts from the leeks first to discard.	leek	970	1441	s29-d31_2_4	The man removes one clove of garlic from the bulb.	garlic	1038	1153	1	2	1	1.3333
142	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s22-d26_15_7	The person cuts the cauliflower into chunks, trimming pieces of leaves occasionally.	cauliflower	4870	8107	1	3	3	2.3333
143	s36-d31_5_9	Another garlic clove is removed from a cabinet.	garlic	4171	4410	s23-d45_3_4	He removes the insides of the pepper.	pepper	1268	1698	1	1	1	1.0000
144	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s14-d35_12_6	She cut plum in half	plum	1346	1551	1	3	3	2.3333
145	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s30-d40_3_6	The lime is cut in half.	lime	1055	1193	1	3	3	2.3333
146	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s30-d41_15_7	The person cuts one of the halves into quarters.	pomegranate	2429	2784	1	3	3	2.3333
147	s22-d26_12_7	The person cuts the cauliflower into pieces, trimming off bits of leaves as she finds them.	cauliflower	4870	8107	s27-d54_18_5	The person cuts the mango in halves.	mango	1826	2163	2	3	3	2.6667
148	s22-d26_12_7	The person cuts the cauliflower into pieces, trimming off bits of leaves as she finds them.	cauliflower	4870	8107	s14-d35_12_6	She cut plum in half	plum	1346	1551	2	2	3	2.3333
149	s22-d26_12_7	The person cuts the cauliflower into pieces, trimming off bits of leaves as she finds them.	cauliflower	4870	8107	s24-d41_13_5	She cuts the pomegranate into wedges.	pomegranate	2221	3033	3	3	3	3.0000
150	s24-d28_6_6	The person breaks the orange in half.	orange	5882	6090	s21-d35_19_6	Break the plum apart.	plum	1117	1191	2	4	4	3.3333
151	s21-d28_13_6	Using her hands, the woman splits the orange in hald over the saucer.	orange	2211	2767	s24-d41_11_5	She splits the pomegranate.	pomegranate	1326	3033	5	3	3	3.6667
152	s21-d35_14_4	The woman cuts the plum in half, around the seed.	plum	1031	1191	s27-d54_1_5	He cut mango in half	mango	1826	2163	4	3	4	3.6667
153	s21-d35_14_4	The woman cuts the plum in half, around the seed.	plum	1031	1191	s35-d41_18_6	The person cuts the pomegranate in half.	pomegranate	3607	4265	3	4	4	3.6667
154	s27-d54_18_5	The person cuts the mango in halves.	mango	1826	2163	s30-d41_6_5	She cuts the pomegranate.	pomegranate	2056	2784	3	4	3	3.3333
155	s28-d39_6_4	The person cuts off the leaves of the leeks.	leek	970	1441	s32-d27_14_3	She cuts off the top with a knife.	onion	1904	2585	3	4	3	3.3333
156	s28-d39_18_2	The person removes the unusable/spoiled parts from the leeks first to discard.	leek	970	1441	s23-d45_3_4	He removes the insides of the pepper.	pepper	1268	1698	1	3	3	2.3333
157	s28-d39_18_2	The person removes the unusable/spoiled parts from the leeks first to discard.	leek	970	1441	s27-d54_5_5	The person removes half of the mango's outside.	mango	1826	2163	1	2	3	2.0000
158	s28-d39_18_2	The person removes the unusable/spoiled parts from the leeks first to discard.	leek	970	1441	s31-d28_13_8	Next, he removes the remaining peeling of the orange with his hands.	orange	3384	3552	1	3	3	2.3333
159	s28-d39_6_4	The person cuts off the leaves of the leeks.	leek	970	1441	s21-d42_8_9	She cut off stem	broccoli	2353	2751	3	3	3	3.0000
160	s28-d39_18_2	The person removes the unusable/spoiled parts from the leeks first to discard.	leek	970	1441	s23-d31_19_2	The person removes two cloves from the head of garlic.	garlic	918	1045	1	2	2	1.6667
161	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s22-d26_12_7	The person cuts the cauliflower into pieces, trimming off bits of leaves as she finds them.	cauliflower	4870	8107	1	2	3	2.0000
162	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s22-d53_3_3	She cuts the avocado in half.	avocado	1461	1902	1	3	3	2.3333
163	s36-d31_5_9	Another garlic clove is removed from a cabinet.	garlic	4171	4410	s13-d45_17_3	Remove top and core of pepper.	pepper	1601	1977	1	1	1	1.0000
164	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s27-d54_18_5	The person cuts the mango in halves.	mango	1826	2163	1	3	3	2.3333
165	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s14-d35_12_6	She cut plum in half	plum	1346	1551	1	3	3	2.3333
166	s23-d31_7_2	He separates a small amount of garlic from the rest of the clove.	garlic	918	1045	s34-d28_8_5	He separates the slices.	orange	3570	3864	3	3	3	3.0000
167	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s30-d40_3_6	The lime is cut in half.	lime	1055	1193	1	3	3	2.3333
168	s13-d31_5_2	He cuts open the bunch.	garlic	1887	2205	s30-d41_15_7	The person cuts one of the halves into quarters.	pomegranate	2429	2784	1	3	3	2.3333
169	s21-d42_8_9	She cut off stem	broccoli	2353	2751	s32-d27_14_3	She cuts off the top with a knife.	onion	1904	2585	3	3	3	3.0000
170	s30-d40_4_6	The person cuts the lime in half.	lime	1055	1193	s22-d26_6_8	The person cuts the cauliflower into smaller pieces.	cauliflower	5596	8107	3	3	3	3.0000
171	s30-d40_4_6	The person cuts the lime in half.	lime	1055	1193	s22-d53_3_3	She cuts the avocado in half.	avocado	1461	1902	3	4	4	3.6667
172	s30-d40_10_5	She then cuts the lime in half.	lime	1055	1193	s21-d45_5_7	The person cuts the pepper into thin slices.	pepper	1664	2021	3	3	3	3.0000
173	s30-d40_5_5	The person cuts the lime in half.	lime	1055	1193	s27-d54_10_5	The mango is cut in half.	mango	1826	2163	3	4	4	3.6667
174	s30-d40_14_3	Using a knife she cuts the lime into two equal peices.	lime	819	1193	s14-d35_12_6	She cut plum in half	plum	1346	1551	3	4	4	3.6667
175	s30-d40_4_6	The person cuts the lime in half.	lime	1055	1193	s35-d41_4_5	She cuts it in half.	pomegranate	3016	4265	4	4	4	4.0000
176	s21-d45_17_9	The pepper is cut into strips.	pepper	1664	2021	s22-d26_12_7	The person cuts the cauliflower into pieces, trimming off bits of leaves as she finds them.	cauliflower	4870	8107	2	2	3	2.3333
177	s21-d45_5_7	The person cuts the pepper into thin slices.	pepper	1664	2021	s24-d53_9_4	The person cuts the avocado in half.	avocado	975	1317	2	3	3	2.6667
178	s21-d45_17_9	The pepper is cut into strips.	pepper	1664	2021	s27-d54_18_5	The person cuts the mango in halves.	mango	1826	2163	2	3	3	2.6667
179	s21-d45_1_7	She sliced the pepper	pepper	1502	2021	s14-d35_11_5	The person slices the plum in two.	plum	1346	1551	3	3	3	3.0000
180	s13-d45_17_3	Remove top and core of pepper.	pepper	1601	1977	s31-d28_13_8	Next, he removes the remaining peeling of the orange with his hands.	orange	3384	3552	1	2	2	1.6667
181	s21-d45_17_9	The pepper is cut into strips.	pepper	1664	2021	s30-d41_1_7	The person cuts one of the pomegranate halves in half.	pomegranate	2429	2784	3	2	3	2.6667
182	s22-d53_19_4	She cut avocado in half	avocado	1392	1902	s22-d26_15_7	The person cuts the cauliflower into chunks, trimming pieces of leaves occasionally.	cauliflower	4870	8107	2	2	3	2.3333
183	s24-d53_5_3	She cuts it in half.	avocado	1254	1317	s27-d54_18_5	The person cuts the mango in halves.	mango	1826	2163	5	5	4	4.6667
184	s22-d53_19_4	She cut avocado in half	avocado	1392	1902	s14-d35_8_6	She cut plum in half	plum	1346	1551	3	4	4	3.6667
185	s22-d53_1_4	She cut the avocado in half	avocado	1392	1902	s35-d41_18_6	The person cuts the pomegranate in half.	pomegranate	3607	4265	4	4	3	3.6667
186	s22-d26_15_7	The person cuts the cauliflower into chunks, trimming pieces of leaves occasionally.	cauliflower	4870	8107	s27-d54_1_5	He cut mango in half	mango	1826	2163	2	3	3	2.6667
